Unnamed: 0,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd,milestone,slope,decrease,kind
528,01:04:32,85,3872,705.88,787.8985414914857,13.19320228948514,26.495289473521797,14.587407275469088,start,-0.21,0,BPM
540,01:06:07,85,3967,705.88,309.74379286921595,3.1599585958018106,30.02574848019477,16.675604324636545,stop,0.28,4,BPM
582,01:11:12,85,4272,705.88,470.3130641952508,5.536651997876738,27.842551959772887,17.02453068069599,start,-0.21,0,BPM
774,01:39:37,81,5977,740.74,83.0644598675866,2.7390794770922637,22.653005449113177,10.66334107384468,stop,0.2,9,BPM
1380,02:55:57,88,10557,681.82,483.527085939564,9.412587348460766,34.57955491799353,14.818858847800003,start,-0.27,0,BPM
1518,03:13:57,77,11637,779.22,653.841746421367,5.836051940383211,27.27599280820901,13.188231070750556,stop,0.26,13,BPM
1896,04:20:28,85,15628,705.88,3742.0280734083976,3.931773903341172,76.64183747317979,34.03641261463184,start,-0.21,0,BPM
2940,06:48:05,68,24485,882.35,752.7050210601853,12.052764295086323,31.14324652181219,16.02301705391978,stop,0.4,15,BPM
3270,07:28:51,71,26931,845.07,2045.405900498147,3.572053405624126,51.23693559955215,28.780485239346564,start,-0.24,0,BPM
3282,07:29:51,64,26991,937.5,2140.2969093102097,6.050080369135962,59.44740897736797,33.85293096164464,stop,0.29,4,BPM
3546,08:07:41,79,29261,759.49,63.67239998877772,3.142692371193536,18.688794267787145,6.572586233433408,start,-0.46,0,BPM
3552,08:08:21,85,29301,705.88,72.4298417810856,3.1920536109055884,23.68595329881129,10.488380743100672,stop,0.23,15,BPM
3642,08:20:06,82,30006,731.71,81.44492495082766,1.0135787167397474,20.10223685492309,13.513540526117508,start,-0.34,0,BPM
4254,10:07:17,86,36437,697.67,146.48374695514875,2.276914087233445,14.171233115011557,9.57017027976376,stop,0.35,-2,BPM
5412,12:59:48,87,46788,689.66,694.3804339785529,12.736921412418994,41.39189319276943,12.207959347432777,start,-0.23,0,BPM
5466,13:07:13,99,47233,606.06,256.78869052449824,4.076329536349721,52.31126843331216,12.705387094633911,stop,0.28,-4,BPM
6732,15:48:36,85,56916,705.88,102.63931197389864,3.257023345940281,33.44860393718905,9.553629826256762,start,-0.31,0,BPM
6762,15:52:46,68,57166,882.35,660.0641678418808,1.4887762857526856,87.6269201353566,20.685462656322738,stop,0.23,12,BPM
6780,15:54:51,94,57291,638.3,1310.0340131263818,6.2306883771434585,85.34871976156863,29.802249983543746,start,-0.26,0,BPM
6786,15:55:26,86,57326,697.67,2562.217236998506,11.466069299692135,91.4459979945787,29.844318127405696,stop,0.22,7,BPM
7020,16:23:18,77,58998,779.22,102.47691688963656,1.5889578436958385,52.11196555612204,20.203212413790403,start,-0.35,0,BPM
7104,16:35:53,97,59753,618.56,415.8036069322705,3.8212699657094897,93.99669644303508,23.723115567835908,stop,0.25,-23,BPM
7464,17:25:38,96,62738,625.0,738.480028313553,11.05273339332051,55.82243477056768,12.20785871009794,start,-0.23,0,BPM
7548,17:38:49,69,63529,869.57,603.9367951417215,11.405255844553718,34.72349003431633,15.873807909604428,stop,0.36,12,BPM
1154,02:27:22,89,8842,674.16,429.7939931879228,2.3871644821881,26.375988369913205,15.656726662873004,up trend,0.0,,HF
1790,03:47:02,83,13622,722.89,349.82011084382435,2.9192438852593643,22.452287057724185,12.939114406815214,up trend,0.0,,HF
1994,04:32:25,84,16345,714.29,208.11459570383025,4.406870596124011,21.42232278512778,9.601518162270397,up trend,0.0,,HF
3494,07:57:31,84,28651,714.29,371.5121556943799,11.103213149712143,35.03611841386264,12.309157865058792,up trend,0.0,,HF
3566,08:09:46,82,29386,731.71,743.8622750242035,3.1882964779379157,35.66506677065252,21.505224709263533,up trend,0.0,,HF
3650,08:21:01,76,30061,789.47,109.50381778936833,1.0093913633813831,31.763449625027075,17.64550668364184,up trend,0.0,,HF
3758,08:36:42,80,31002,750.0,182.27977786264483,3.8718700290454646,23.378405560932254,12.194948268250512,up trend,0.0,,HF
4106,09:47:02,92,35222,652.17,349.6128646058205,2.798748781811531,28.500113346713388,16.340259596269252,up trend,0.0,,HF
4118,09:49:07,96,35347,625.0,295.50929139287604,6.67534725455695,25.06231418293374,11.074714351132656,up trend,0.0,,HF
4286,10:11:17,92,36677,652.17,2056.6828663387705,56.28004203298937,67.05742360675296,11.391273602442984,up trend,0.0,,HF
4562,10:55:52,88,39352,681.82,111.65389670196969,2.480506290985541,31.10755419049023,9.3496829587196,up trend,0.0,,HF
4586,10:59:47,81,39587,740.74,108.85894713507491,3.406671819603132,30.93239019908697,8.627148889359901,up trend,0.0,,HF
4658,11:09:52,90,40192,666.67,19.356287051874308,0.7357693573845112,12.838978058702194,7.472505795055813,up trend,0.0,,HF
4682,11:12:58,110,40378,545.45,247.89459088389097,4.132383790457597,60.475038924319485,9.850880412326555,up trend,0.0,,HF
4706,11:16:40,104,40600,576.92,468.1101397632576,7.2449498736219695,47.81533604591388,9.904094700513255,up trend,0.0,,HF
5726,13:36:54,93,49014,645.16,817.5528861310779,3.970921675100783,41.228888146491634,21.90124826374524,up trend,0.0,,HF
2942,06:48:30,69,24510,869.57,638.4104167894415,9.19097926027866,37.606254354447856,16.53546800186848,up trend,0.71,,SDNN
4550,10:54:12,88,39252,681.82,339.3791711006451,6.987224395145715,31.80918666238496,8.817452082347256,up trend,0.99,,SDNN
1034,02:12:17,83,7937,722.89,256.0412906837017,2.31104688156352,26.008230898886534,14.41831240655651,up trend,0.14,,rMSSD
4106,09:47:02,92,35222,652.17,349.6128646058205,2.798748781811531,28.500113346713388,16.340259596269252,up trend,0.16,,rMSSD
